Date_Record_ID,Date_Time,Date,Day,Month,Month_Name,Quarter,Year,Weekday
DR00030,2025-12-01 14:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00031,2025-12-01 15:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00032,2025-12-01 15:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00033,2025-12-01 16:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00034,2025-12-01 16:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00035,2025-12-01 17:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00036,2025-12-01 17:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00037,2025-12-01 18:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00038,2025-12-01 18:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00039,2025-12-01 19:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00040,2025-12-01 19:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00041,2025-12-01 20:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00042,2025-12-01 20:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00043,2025-12-01 21:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00044,2025-12-01 21:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00045,2025-12-01 22:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00046,2025-12-01 22:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00047,2025-12-01 23:00:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00048,2025-12-01 23:30:00,2025-12-01,1,12,December,Q4,2025,Monday
DR00049,2025-12-02 00:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00050,2025-12-02 00:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00051,2025-12-02 01:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00052,2025-12-02 01:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00053,2025-12-02 02:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00054,2025-12-02 02:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00055,2025-12-02 03:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00056,2025-12-02 03:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00057,2025-12-02 04:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00058,2025-12-02 04:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00059,2025-12-02 05:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00060,2025-12-02 05:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00061,2025-12-02 06:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00062,2025-12-02 06:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00063,2025-12-02 07:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00064,2025-12-02 07:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00065,2025-12-02 08:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00066,2025-12-02 08:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00067,2025-12-02 09:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00068,2025-12-02 09:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00069,2025-12-02 10:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00070,2025-12-02 10:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00071,2025-12-02 11:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00072,2025-12-02 11:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00073,2025-12-02 12:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00074,2025-12-02 12:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00075,2025-12-02 13:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00076,2025-12-02 13:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00077,2025-12-02 14:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00078,2025-12-02 14:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00079,2025-12-02 15:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00080,2025-12-02 15:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00081,2025-12-02 16:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00082,2025-12-02 16:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00083,2025-12-02 17:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00084,2025-12-02 17:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00085,2025-12-02 18:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00086,2025-12-02 18:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00087,2025-12-02 19:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00088,2025-12-02 19:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00089,2025-12-02 20:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00090,2025-12-02 20:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00091,2025-12-02 21:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00092,2025-12-02 21:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00093,2025-12-02 22:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00094,2025-12-02 22:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00095,2025-12-02 23:00:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00096,2025-12-02 23:30:00,2025-12-02,2,12,December,Q4,2025,Tuesday
DR00097,2025-12-03 00:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00098,2025-12-03 00:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00099,2025-12-03 01:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00100,2025-12-03 01:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00101,2025-12-03 02:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00102,2025-12-03 02:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00103,2025-12-03 03:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00104,2025-12-03 03:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00105,2025-12-03 04:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00106,2025-12-03 04:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00107,2025-12-03 05:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00108,2025-12-03 05:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00109,2025-12-03 06:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00110,2025-12-03 06:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00111,2025-12-03 07:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00112,2025-12-03 07:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00113,2025-12-03 08:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00114,2025-12-03 08:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00115,2025-12-03 09:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00116,2025-12-03 09:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00117,2025-12-03 10:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00118,2025-12-03 10:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00119,2025-12-03 11:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00120,2025-12-03 11:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00121,2025-12-03 12:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00122,2025-12-03 12:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00123,2025-12-03 13:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00124,2025-12-03 13:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00125,2025-12-03 14:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00126,2025-12-03 14:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00127,2025-12-03 15:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00128,2025-12-03 15:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00129,2025-12-03 16:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00130,2025-12-03 16:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00131,2025-12-03 17:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00132,2025-12-03 17:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00133,2025-12-03 18:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00134,2025-12-03 18:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00135,2025-12-03 19:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00136,2025-12-03 19:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00137,2025-12-03 20:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00138,2025-12-03 20:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00139,2025-12-03 21:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00140,2025-12-03 21:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00141,2025-12-03 22:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00142,2025-12-03 22:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00143,2025-12-03 23:00:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00144,2025-12-03 23:30:00,2025-12-03,3,12,December,Q4,2025,Wednesday
DR00145,2025-12-04 00:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00146,2025-12-04 00:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00147,2025-12-04 01:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00148,2025-12-04 01:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00149,2025-12-04 02:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00150,2025-12-04 02:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00151,2025-12-04 03:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00152,2025-12-04 03:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00153,2025-12-04 04:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00154,2025-12-04 04:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00155,2025-12-04 05:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00156,2025-12-04 05:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00157,2025-12-04 06:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00158,2025-12-04 06:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00159,2025-12-04 07:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00160,2025-12-04 07:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00161,2025-12-04 08:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00162,2025-12-04 08:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00163,2025-12-04 09:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00164,2025-12-04 09:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00165,2025-12-04 10:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00166,2025-12-04 10:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00167,2025-12-04 11:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00168,2025-12-04 11:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00169,2025-12-04 12:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00170,2025-12-04 12:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00171,2025-12-04 13:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00172,2025-12-04 13:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00173,2025-12-04 14:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00174,2025-12-04 14:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00175,2025-12-04 15:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00176,2025-12-04 15:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00177,2025-12-04 16:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00178,2025-12-04 16:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00179,2025-12-04 17:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00180,2025-12-04 17:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00181,2025-12-04 18:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00182,2025-12-04 18:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00183,2025-12-04 19:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00184,2025-12-04 19:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00185,2025-12-04 20:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00186,2025-12-04 20:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00187,2025-12-04 21:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00188,2025-12-04 21:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00189,2025-12-04 22:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00190,2025-12-04 22:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00191,2025-12-04 23:00:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00192,2025-12-04 23:30:00,2025-12-04,4,12,December,Q4,2025,Thursday
DR00193,2025-12-05 00:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00194,2025-12-05 00:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00195,2025-12-05 01:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00196,2025-12-05 01:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00197,2025-12-05 02:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00198,2025-12-05 02:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00199,2025-12-05 03:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00200,2025-12-05 03:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00201,2025-12-05 04:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00202,2025-12-05 04:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00203,2025-12-05 05:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00204,2025-12-05 05:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00205,2025-12-05 06:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00206,2025-12-05 06:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00207,2025-12-05 07:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00208,2025-12-05 07:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00209,2025-12-05 08:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00210,2025-12-05 08:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00211,2025-12-05 09:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00212,2025-12-05 09:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00213,2025-12-05 10:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00214,2025-12-05 10:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00215,2025-12-05 11:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00216,2025-12-05 11:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00217,2025-12-05 12:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00218,2025-12-05 12:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00219,2025-12-05 13:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00220,2025-12-05 13:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00221,2025-12-05 14:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00222,2025-12-05 14:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00223,2025-12-05 15:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00224,2025-12-05 15:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00225,2025-12-05 16:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00226,2025-12-05 16:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00227,2025-12-05 17:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00228,2025-12-05 17:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00229,2025-12-05 18:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00230,2025-12-05 18:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00231,2025-12-05 19:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00232,2025-12-05 19:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00233,2025-12-05 20:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00234,2025-12-05 20:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00235,2025-12-05 21:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00236,2025-12-05 21:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00237,2025-12-05 22:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00238,2025-12-05 22:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00239,2025-12-05 23:00:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00240,2025-12-05 23:30:00,2025-12-05,5,12,December,Q4,2025,Friday
DR00241,2025-12-06 00:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00242,2025-12-06 00:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00243,2025-12-06 01:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00244,2025-12-06 01:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00245,2025-12-06 02:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00246,2025-12-06 02:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00247,2025-12-06 03:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00248,2025-12-06 03:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00249,2025-12-06 04:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00250,2025-12-06 04:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00251,2025-12-06 05:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00252,2025-12-06 05:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00253,2025-12-06 06:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00254,2025-12-06 06:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00255,2025-12-06 07:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00256,2025-12-06 07:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00257,2025-12-06 08:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00258,2025-12-06 08:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00259,2025-12-06 09:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00260,2025-12-06 09:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00261,2025-12-06 10:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00262,2025-12-06 10:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00263,2025-12-06 11:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00264,2025-12-06 11:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00265,2025-12-06 12:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00266,2025-12-06 12:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00267,2025-12-06 13:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00268,2025-12-06 13:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00269,2025-12-06 14:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00270,2025-12-06 14:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00271,2025-12-06 15:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00272,2025-12-06 15:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00273,2025-12-06 16:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00274,2025-12-06 16:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00275,2025-12-06 17:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00276,2025-12-06 17:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00277,2025-12-06 18:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00278,2025-12-06 18:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00279,2025-12-06 19:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00280,2025-12-06 19:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00281,2025-12-06 20:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00282,2025-12-06 20:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00283,2025-12-06 21:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00284,2025-12-06 21:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00285,2025-12-06 22:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00286,2025-12-06 22:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00287,2025-12-06 23:00:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00288,2025-12-06 23:30:00,2025-12-06,6,12,December,Q4,2025,Saturday
DR00289,2025-12-07 00:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00290,2025-12-07 00:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00291,2025-12-07 01:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00292,2025-12-07 01:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00293,2025-12-07 02:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00294,2025-12-07 02:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00295,2025-12-07 03:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00296,2025-12-07 03:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00297,2025-12-07 04:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00298,2025-12-07 04:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00299,2025-12-07 05:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00300,2025-12-07 05:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00301,2025-12-07 06:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00302,2025-12-07 06:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00303,2025-12-07 07:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00304,2025-12-07 07:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00305,2025-12-07 08:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00306,2025-12-07 08:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00307,2025-12-07 09:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00308,2025-12-07 09:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00309,2025-12-07 10:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00310,2025-12-07 10:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00311,2025-12-07 11:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00312,2025-12-07 11:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00313,2025-12-07 12:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00314,2025-12-07 12:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00315,2025-12-07 13:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00316,2025-12-07 13:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00317,2025-12-07 14:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00318,2025-12-07 14:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00319,2025-12-07 15:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00320,2025-12-07 15:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00321,2025-12-07 16:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00322,2025-12-07 16:30:00,2025-12-07,7,12,December,Q4,2025,Sunday
DR00323,2025-12-07 17:00:00,2025-12-07,7,12,December,Q4,2025,Sunday
